"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","ParentTxFrom","ParentTxTo","ParentTxETH_Value","From","TxTo","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $3811.90708370939/Eth","Historical $Price/Eth","Status","ErrCode","Type","PrivateNote"
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xb2fb1fe2f1e935ce78b2915c67be88425a1bc3a2","","0","0.004590268275","17.497676153599","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x2d1414e88f3afb5c41726f12b170a510c3ae5c5e","","0","0.01274173187","48.5702979739787","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x09ce93abbaa7364da9f3b815cfd38bc099905995","","0","0.01112881556","42.4220108664593","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xd408e5bced1394a1d0de18e22de8fa3e6ea99599","","0","0.009424314257","35.9246102753617","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xea5b552735efa5c793309f9c6ca9dfe33bba341c","","0","0.02033525137","77.5160887463141","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x9f9f226d5f2048373c94fa2204dc90f4bba8dd2c","","0","0.006320121701","24.0917166819473","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x74ab532d6d4b10598591a1ed3a40e97e5feceebb","","0","0.01620250575","61.7624464422671","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xb3142c3626f2e440626387dab35744e04320dbb9","","0","0.01151583992","43.8973117659114","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xb24672f95cea7cbf9cd0e21904afa08fe646c549","","0","0.005591415893","21.313957850492","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xc39bcf0142daf11ed4ef755fe333e455de16814b","","0","0.01988764214","75.8098439517434","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x1e4599fad0e53a8b4e88cc5a1e787884c017b88a","","0","0.01345818441","51.3013484863463","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x976c74a1ee799242b4a416611c5888e8ee9d624c","","0","0.167787811","639.591545310992","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x8c5f0a6c9697c965e2c9582b493c85cde34f5b6f","","0","0.01277433601","48.6945819262029","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x4fe939a618f8cbe76d124844d56501e9dbf95fd3","","0","0.03352474791","127.793224037701","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xcfe7321fd5aca6912694ecf85d41617e0d884fdc","","0","0.02547194139","97.0966738203714","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x2f9829f77957e05f1fa33628352f9b911b96a537","","0","0.02186064418","83.3307444041924","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x8f028c5dc91080d702f7ff8d2b830a044d7adb68","","0","0.008503528076","32.4146589094261","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xc0e40065d60328f33269d3b4846dbfbcb2b12045","","0","1.056183554","4026.07357118996","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xdceca4858e66b6dad80bce446c9455c6adae311f","","0","0.04956598853","188.940942788565","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xa258c243fa3ba5e230a57f47704c3b9df1bc62a0","","0","0.04815255375","183.553060738322","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x95f6eee8afe1aa1797250df6662033c4759e5970","","0","0.005747775578","21.90998644135","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xf5bbd115674fcab07be8f8b7fc2d2e12b33bbea5","","0","0.00545806644","20.8056421259925","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x61409f67581b04c26fcf95213d0d218106ddf5c8","","0","0.01926314614","73.4293232255952","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x96a92d41ce66cd85b78a18e653f26e235ed69bb2","","0","0.006192718366","23.6060670067726","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x2555fba35dee6d862ef99fa2d75bbcb31f6dce23","","0","0.1461436521","557.086022679151","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x3bb7ea1f6be4bab6cfc235ed1efcbaf3390c75ad","","0","0.06353688479","242.196701207828","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xbb9dcd21abd9fd68ad67c1f73cd7c679721dd0aa","","0","0.03605529924","137.439450578218","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x891866b2286a1279f59bfc7f4fef464235ce3edd","","0","0.01327791119","50.6141637220252","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x0f22e9c201e311123d46aac3da9f49347b2bcbd4","","0","0.01124795974","42.876177410184","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x277baecd42515f5977b46f9609c4c605fd94206d","","0","0.005492643619","20.9374471195573","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xac8c2ea34665f605dcf4ceb4255493b4dd8c1d7a","","0","0.006574471365","25.061273967888","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x7a0178267f8ac89c97762e4bfab12347202bdd6b","","0","0.0433118065","165.1005820056","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x9f4b9277fbfd954b443f24edddc98015611730c2","","0","0.008022888552","30.5825057031798","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x28d4eee28dc86fd9a05ce8808d2b1719f9f15332","","0","0.01597282028","60.886906772149","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x7ef5787d9aa49f8c5132f73df7c680e1e0935456","","0","0.007676123395","29.2606691448279","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x2291a6735ea9d5519ff121678b2856db1d5c7758","","0","0.01357828678","51.7591675613196","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x3108fc89729016b3199dd8b5adac3085e7e002f0","","0","0.03273532603","124.784021181293","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xb4925aedbee942e0a12a992f656ebe1c2a5a1a32","","0","0.01668767369","63.6118615495418","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x5741359bbc889a768d54d2f97a6cb18dee1ec341","","0","0.01368941743","52.1827872732718","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x2e214799e21833e957523eff1d694305a4f80709","","0","0.01770875059","67.5041118176638","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x00000217d2795f1da57e392d2a5bc87125baa38d","","0","0.04804082595","183.127164746055","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x1d0ec01353a597e0250365e1676c716d9c2b1a36","","0","0.007295749111","27.8107177171874","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x39b878783d645caf824b3f6655c80c3782525e4b","","0","0.07634680151","291.026913494524","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x5a767f0966b35dc8df2558066beedf6af8d4f793","","0","0.005163771693","19.6838178952047","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x1d2f355d36dfdfcc5dd75fbf1d411970fb93dc46","","0","0.4764337188","1816.12106761173","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xd9dbfb67b533b3d8b1c00e809691a5240732790c","","0","0.03982334159","151.8028779039","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x6abc0b05b554212a6bcdc10f6bff26017d5adbb0","","0","0.05209943515","198.598205905543","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x07e5f960d8f00fbde457fff08bb75ade67ae1a78","","0","0.01315910533","50.161286822705","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xcae70f1208d6782602ce0fa7e615fb37522f6d30","","0","0.01109995479","42.311996292855","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xe078a9d8196671be8b6d84850ba8db2e12200721","","0","0.06536996034","249.184214881848","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x1ccfa671c9d96778835d3f455b304c7e5d5eb886","","0","0.3698303713","1409.75901212934","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x3633c47fd026741c86156c5152b898ce33835e3e","","0","0.006720310991","25.617201071323","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x0264c4cabecafa630bf082155bd394eb6a48e7b8","","0","0.009104918576","34.7071036164516","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x88261dbcd2e635e85ae4de8723c75284558c16c0","","0","0.01391879084","53.0571373996654","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xdb9cb473372dee6deb98efd4f05d0064892b5d2f","","0","0.005540627228","21.1203561786063","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x249a0b828ee2a45eb80cf333e8f005d84451f67b","","0","0.009686440466","36.9238110282747","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xba357331135ae6a4714b82c95be523ef7ff4748a","","0","0.06163665674","234.95320844337","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x3d34bb42a7c4b36a56eb1451c66830f6e1774a35","","0","0.03829798471","145.988359207843","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xdbe070934669d0d2f3f21021f12560db374aa92a","","0","0.0159782272","60.9075174487981","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xb2995cee7f052da65c973d3e316add86db620ecb","","0","0.03949495403","150.551095037734","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xea62985cef8823d9dd121acb7d6fb023c8888888","","0","0.008933759182","34.0546599100196","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x0f33a5147457d9d1daef9aad83500dcef1394c13","","0","0.02262764633","86.2544853329978","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0xd5ac5b096c20284b8f964b26547a1968511d8c71","","0","0.01861570074","70.9613215190201","2380.34","0","","call",""
"0xad74ba5554796d6343e8c253f474f5b1d3efde2f7731bbc0e374eb8eebb2c68f","18878884","1703703035","2023-12-27 18:50:35","0x0b8b1ed2594b36aedbf44dd17674f4686edfee6b","0x91c32893216de3ea0a55abb9851f581d4503d39b","0","0x91c32893216de3ea0a55abb9851f581d4503d39b","0x2eb2eb09c04ac82da8cba3614f8e554625330f55","","0","0.04780960021","182.245753709813","2380.34","0","","call",""
